lang,k1,b,recall@10
de,1.2,0.0,0.36654033567948024
de,1.2,0.25,0.3871142393069843
de,1.2,0.5,0.39415268002165676
de,1.2,0.65,0.39577693557119653
de,1.2,0.7,0.3963183540877098
de,1.2,0.75,0.39685977260422306
de,1.2,0.8,0.39685977260422306
de,1.2,0.85,0.39740119112073635
de,1.2,0.9,0.3990254466702761
de,1.2,0.95,0.3995668651867894
de,1.2,1.0,0.40010828370330265
de,1.1,0.0,0.3687060097455333
de,1.1,0.25,0.38657282079047106
de,1.1,0.5,0.39252842447211694
de,1.1,0.65,0.39577693557119653
de,1.1,0.7,0.39577693557119653
de,1.1,0.75,0.3963183540877098
de,1.1,0.8,0.39685977260422306
de,1.1,0.85,0.39685977260422306
de,1.1,0.9,0.3990254466702761
de,1.1,0.95,0.3990254466702761
de,1.1,1.0,0.3995668651867894
de,1.3,0.0,0.3654574986464537
de,1.3,0.25,0.3876556578234976
de,1.3,0.5,0.3952355170546833
de,1.3,0.65,0.3952355170546833
de,1.3,0.7,0.39685977260422306
de,1.3,0.75,0.3979426096372496
de,1.3,0.8,0.39740119112073635
de,1.3,0.85,0.3984840281537629
de,1.3,0.9,0.3990254466702761
de,1.3,0.95,0.3995668651867894
de,1.3,1.0,0.3995668651867894
de,1.4,0.0,0.3638332430969139
de,1.4,0.25,0.3887384948565241
de,1.4,0.5,0.39415268002165676
de,1.4,0.65,0.3963183540877098
de,1.4,0.7,0.39740119112073635
de,1.4,0.75,0.39740119112073635
de,1.4,0.8,0.3979426096372496
de,1.4,0.85,0.3984840281537629
de,1.4,0.9,0.3990254466702761
de,1.4,0.95,0.40010828370330265
de,1.4,1.0,0.3995668651867894
de,1.5,0.0,0.3638332430969139
de,1.5,0.25,0.3881970763400108
de,1.5,0.5,0.39415268002165676
de,1.5,0.65,0.3963183540877098
de,1.5,0.7,0.39685977260422306
de,1.5,0.75,0.3979426096372496
de,1.5,0.8,0.3990254466702761
de,1.5,0.85,0.3984840281537629
de,1.5,0.9,0.3995668651867894
de,1.5,0.95,0.40010828370330265
de,1.5,1.0,0.40010828370330265
de,1.6,0.0,0.3643746616134272
de,1.6,0.25,0.3871142393069843
de,1.6,0.5,0.39415268002165676
de,1.6,0.65,0.39577693557119653
de,1.6,0.7,0.39740119112073635
de,1.6,0.75,0.3984840281537629
de,1.6,0.8,0.3990254466702761
de,1.6,0.85,0.3979426096372496
de,1.6,0.9,0.3995668651867894
de,1.6,0.95,0.3995668651867894
de,1.6,1.0,0.3990254466702761
de,1.7,0.0,0.3643746616134272
de,1.7,0.25,0.3871142393069843
de,1.7,0.5,0.3936112615051435
de,1.7,0.65,0.39685977260422306
de,1.7,0.7,0.39685977260422306
de,1.7,0.75,0.3984840281537629
de,1.7,0.8,0.3984840281537629
de,1.7,0.85,0.3984840281537629
de,1.7,0.9,0.40010828370330265
de,1.7,0.95,0.3990254466702761
de,1.7,1.0,0.3990254466702761
de,1.8,0.0,0.3638332430969139
de,1.8,0.25,0.3876556578234976
de,1.8,0.5,0.39252842447211694
de,1.8,0.65,0.3963183540877098
de,1.8,0.7,0.39740119112073635
de,1.8,0.75,0.3990254466702761
de,1.8,0.8,0.3979426096372496
de,1.8,0.85,0.39740119112073635
de,1.8,0.9,0.3979426096372496
de,1.8,0.95,0.3995668651867894
de,1.8,1.0,0.40010828370330265
de,1.9,0.0,0.3638332430969139
de,1.9,0.25,0.3871142393069843
de,1.9,0.5,0.39252842447211694
de,1.9,0.65,0.39577693557119653
de,1.9,0.7,0.39685977260422306
de,1.9,0.75,0.3984840281537629
de,1.9,0.8,0.3979426096372496
de,1.9,0.85,0.39740119112073635
de,1.9,0.9,0.3984840281537629
de,1.9,0.95,0.3990254466702761
de,1.9,1.0,0.3990254466702761
de,2.0,0.0,0.36329182458040066
de,2.0,0.25,0.38603140227395777
de,2.0,0.5,0.3914455874390904
de,2.0,0.65,0.39469409853817
de,2.0,0.7,0.3963183540877098
de,2.0,0.75,0.39740119112073635
de,2.0,0.8,0.3979426096372496
de,2.0,0.85,0.3979426096372496
de,2.0,0.9,0.3979426096372496
de,2.0,0.95,0.40064970221981594
de,2.0,1.0,0.3990254466702761
